dataset,end_date,entity,entry_date,geojson,geometry,name,organisation_entity,point,prefix,reference,start_date,typology,document_url,documentation_url,legislation,notes,organisation,tree_preservation_order
tree-preservation-order,,7001000632,2021-12-27,,,,75,,tree-preservation-order,1/1967/WAL,,legal-instrument,,,,"Group consisting of 8 Hawthorn, 11 Larch, 4 Spruce and 4 Maple",,
tree-preservation-order,,7001000633,2021-12-27,,,,75,,tree-preservation-order,1/1968/KIN,,legal-instrument,,,,Ash,,
tree-preservation-order,,7001000634,2021-12-27,,,,75,,tree-preservation-order,1/1968/WHI,,legal-instrument,,,,3 Macrocarpa Cupressus,,
tree-preservation-order,,7001000635,2021-12-27,,,,75,,tree-preservation-order,1/1970/BLE,,legal-instrument,,,,"Group consisting of 1 Beech, 3 Birch, 3 Lawsons Cypress, 1 Maple, 1 Mountain Ash, 15 Scots Pine",,
tree-preservation-order,,7001000636,2021-12-27,,,,75,,tree-preservation-order,1/1970/CAN,,legal-instrument,,,,Mulberry,,
tree-preservation-order,,7001000637,2021-12-27,,,,75,,tree-preservation-order,1/1971/CAN,,legal-instrument,,,,The several trees of whatever species standing in the area numbered A1,,
tree-preservation-order,,7001000638,2021-12-27,,,,75,,tree-preservation-order,1/1971/WOM,,legal-instrument,,,,The several trees of whatever species in the area marked A1,,
tree-preservation-order,,7001000639,2021-12-27,,,,75,,tree-preservation-order,1/1973/HAR,,legal-instrument,,,,Oak,,
tree-preservation-order,,7001000640,2021-12-27,,,,75,,tree-preservation-order,1/1974/CAN,,legal-instrument,,,,"Group consisting or 1 Beech, 3 Evergreen Oak, 11 Holly, 3 Honey Locust, 1 Sycamore, 4 Thuya, 4 Yew,",,
tree-preservation-order,,7001000641,2021-12-27,,,,75,,tree-preservation-order,1/1975/CAN,,legal-instrument,,,,The several trees of whatever species standing in the area numbered A1,,
tree-preservation-order,,7001000642,2021-12-27,,,,75,,tree-preservation-order,8/1976/BLE,,legal-instrument,,,,"1 Horse Chestnut, 1 Locust, 1 Maple, 1 Ash, 1 Mountain Ash and 1 Whitebeam",,
tree-preservation-order,,7001000643,2021-12-27,,,,75,,tree-preservation-order,8/1987/CHA,,legal-instrument,,,,An area of fragmented woodland and scrub comprising mostly Birch,,
tree-preservation-order,,7001000644,2021-12-27,,,,75,,tree-preservation-order,1/1977/WHI,,legal-instrument,,,,The several trees of whatever species standing in the area numbered A2,,
tree-preservation-order,,7001000645,2021-12-27,,,,75,,tree-preservation-order,1/1978/UHA,,legal-instrument,,,,The several trees of whatever species standing in the area numbered A1,,
tree-preservation-order,,7001000646,2021-12-27,,,,75,,tree-preservation-order,1/1980/WIC,,legal-instrument,,,,Group consisting of 4 Silver Birch,,
tree-preservation-order,,7001000647,2021-12-27,,,,75,,tree-preservation-order,1/1982/HBA,,legal-instrument,,,,"Group of 53 White Poplar, 53 White Willow, 2 Sycamore and 2 Turkey Oak",,
tree-preservation-order,,7001000648,2021-12-27,,,,75,,tree-preservation-order,1/1983/KIN,,legal-instrument,,,,"Mixed hardwoods consisting mainly of Oak and Beech standards, with Hornbeam, Ash, Silver Birch and H",,
tree-preservation-order,,7001000649,2021-12-27,,,,75,,tree-preservation-order,1/1984/CAN,,legal-instrument,,,,Beech Tree,,
tree-preservation-order,,7001000650,2021-12-27,,,,75,,tree-preservation-order,1/1986/HBA,,legal-instrument,,,,Group consisting of 4 Willows and 4 Whitebeams,,
tree-preservation-order,,7001000651,2021-12-27,,,,75,,tree-preservation-order,1/1987/UHA,,legal-instrument,,,,Ash,,
tree-preservation-order,,7001000652,2021-12-27,,,,75,,tree-preservation-order,1/1989/HBA,,legal-instrument,,,,Group consisting of 17 Willow trees,,
tree-preservation-order,,7001000653,2021-12-27,,,,75,,tree-preservation-order,1/1990/WHI,,legal-instrument,,,,A group of 9 Lime trees,,
tree-preservation-order,,7001000654,2021-12-27,,,,75,,tree-preservation-order,1/1991/WES,,legal-instrument,,,,A group consisting of four Oak and twenty two Hawthorn,,
tree-preservation-order,,7001000655,2021-12-27,,,,75,,tree-preservation-order,1/1992/BAR,,legal-instrument,,,,Mixed Woodland,,
tree-preservation-order,,7001000656,2021-12-27,,,,75,,tree-preservation-order,1/1993/BEK,,legal-instrument,,,,"The several trees of whatever species, growing within the area marked A1",,
tree-preservation-order,,7001000657,2021-12-27,,,,75,,tree-preservation-order,1/1994/CAN,,legal-instrument,,,,A group of trees consisting of one Sycamore and eight Lime Trees,,
tree-preservation-order,,7001000658,2021-12-27,,,,75,,tree-preservation-order,1/1995/BRI,,legal-instrument,,,,A group consisting of six Silver Birch trees,,
tree-preservation-order,,7001000659,2021-12-27,,,,75,,tree-preservation-order,1/1996/HBA,,legal-instrument,,,,Sycamore,,
tree-preservation-order,,7001000660,2021-12-27,,,,75,,tree-preservation-order,1/1998/CAN,,legal-instrument,,,,A group of one Oak and two Silver Birch Trees,,
tree-preservation-order,,7001000661,2021-12-27,,,,75,,tree-preservation-order,1/1999/KIN,,legal-instrument,,,,Sycamore,,
tree-preservation-order,,7001000662,2021-12-27,,,,75,,tree-preservation-order,1/2000/HER,,legal-instrument,,,,Sycamore,,
tree-preservation-order,,7001000663,2021-12-27,,,,75,,tree-preservation-order,1/2001/CHA,,legal-instrument,,,,An area of mixed broad-leaf woodland,,
tree-preservation-order,,7001000664,2021-12-27,,,,75,,tree-preservation-order,1/2002/CAN,,legal-instrument,,,,The several trees of whatever species standing in the area marked A1 on the attached plan.,,
tree-preservation-order,,7001000665,2021-12-27,,,,75,,tree-preservation-order,1/2003/STU,,legal-instrument,,,,A group of two larch trees,,
tree-preservation-order,,7001000666,2021-12-27,,,,75,,tree-preservation-order,1/2004/STU,,legal-instrument,,,,Yew Tree,,
tree-preservation-order,,7001000667,2021-12-27,,,,75,,tree-preservation-order,1/2005/CAN,,legal-instrument,,,,Holly,,
tree-preservation-order,,7001000668,2021-12-27,,,,75,,tree-preservation-order,1/2006/STU,,legal-instrument,,,,Predominately deciduous woodland.,,
tree-preservation-order,,7001000669,2021-12-27,,,,75,,tree-preservation-order,1/2007/WHI,,legal-instrument,,,,"Developing secondary woodland, consisting mainly of deciduous species.",,
tree-preservation-order,,7001000670,2021-12-27,,,,75,,tree-preservation-order,1/2009/CHE,,legal-instrument,,,,Oak,,
tree-preservation-order,,7001000671,2021-12-27,,,,75,,tree-preservation-order,1/2010/HER,,legal-instrument,,,,Horse Chestnut,,
tree-preservation-order,,7001000672,2021-12-27,,,,75,,tree-preservation-order,1/2013/WHI,,legal-instrument,,,,Hawthorn,,
tree-preservation-order,,7001000673,2021-12-27,,,,75,,tree-preservation-order,1/2014/CHE,,legal-instrument,,,,Weeping Willow,,
tree-preservation-order,,7001000674,2021-12-27,,,,75,,tree-preservation-order,1/2015/WHI,,legal-instrument,,,,Oak,,
tree-preservation-order,,7001000675,2021-12-27,,,,75,,tree-preservation-order,1/2017/KIN,,legal-instrument,,,,Sycamore,,
tree-preservation-order,,7001000676,2021-12-27,,,,75,,tree-preservation-order,1/2019/WHI,,legal-instrument,,,,"Group of approximately 60 trees including 7 Poplars, 6 Oak, 5 Elm, 30 Hawthorn, 1 pear & 10 fruit species (mirabelle, Cherry & plum)",,
tree-preservation-order,,7001000677,2021-12-27,,,,75,,tree-preservation-order,10/1969/BRI,,legal-instrument,,,,Lawson's Cypress,,
tree-preservation-order,,7001000678,2021-12-27,,,,75,,tree-preservation-order,10/1970/ICK,,legal-instrument,,,,Walnut,,
tree-preservation-order,,7001000679,2021-12-27,,,,75,,tree-preservation-order,10/1975/CAN,,legal-instrument,,,,Ash,,
tree-preservation-order,,7001000680,2021-12-27,,,,75,,tree-preservation-order,10/1976/CAN,,legal-instrument,,,,The several trees of whatever species standing in the area numbered A1,,
tree-preservation-order,,7001000681,2021-12-27,,,,75,,tree-preservation-order,10/1988/KIN,,legal-instrument,,,,Oak,,
tree-preservation-order,,7001000682,2021-12-27,,,,75,,tree-preservation-order,10/1989/PET,,legal-instrument,,,,"Mixed broadleaves woodland comprising predominantly Sweet Chestnut underwood with Ash, Hazel, Sycamo",,
tree-preservation-order,,7001000683,2021-12-27,,,,75,,tree-preservation-order,10/1990/WHI,,legal-instrument,,,,The several trees of whatever species standing in the area marked A1,,
tree-preservation-order,,7001000684,2021-12-27,,,,75,,tree-preservation-order,11/1970/HAC,,legal-instrument,,,,Walnut,,
tree-preservation-order,,7001000685,2021-12-27,,,,75,,tree-preservation-order,11/1975/CAN,,legal-instrument,,,,Sycamore,,
tree-preservation-order,,7001000686,2021-12-27,,,,75,,tree-preservation-order,11/1976/HER,,legal-instrument,,,,"Group consisting of 12 Lombardy Poplars, 30 Hawtrhorn, 1 Ash, 1 Holly",,
tree-preservation-order,,7001000687,2021-12-27,,,,75,,tree-preservation-order,11/1989/STU,,legal-instrument,,,,Oak,,
tree-preservation-order,,7001000688,2021-12-27,,,,75,,tree-preservation-order,11/1990/PET,,legal-instrument,,,,"Mixed hardwoods, consisting mainly of Oak, Beech, Hornbeam, Ash and Sweet Chestnut, with Hazel and S",,
tree-preservation-order,,7001000689,2021-12-27,,,,75,,tree-preservation-order,12/1970/BEK,,legal-instrument,,,,Sequoia,,
tree-preservation-order,,7001000690,2021-12-27,,,,75,,tree-preservation-order,12/1975/CAN,,legal-instrument,,,,The several trees of whatever species standing in the area numbered A2,,
tree-preservation-order,,7001000691,2021-12-27,,,,75,,tree-preservation-order,12/1989/HER,,legal-instrument,,,,Oak,,
tree-preservation-order,,7001000692,2021-12-27,,,,75,,tree-preservation-order,12/1990/HER,,legal-instrument,,,,Ash,,
tree-preservation-order,,7001000693,2021-12-27,,,,75,,tree-preservation-order,13/1989/BIS,,legal-instrument,,,,"A woodland area comprising Oak, Hazel, Hornbeam, Birch, hawthorn, Sweet Chestnut and Goat Willow",,
tree-preservation-order,,7001000694,2021-12-27,,,,75,,tree-preservation-order,13/1990/PET,,legal-instrument,,,,A group consisting of three Maple,,
tree-preservation-order,,7001000695,2021-12-27,,,,75,,tree-preservation-order,14/1975/HAR,,legal-instrument,,,,The several trrees of whatever species in the area numbered A1,,
tree-preservation-order,,7001000696,2021-12-27,,,,75,,tree-preservation-order,14/1989/BAR,,legal-instrument,,,,"Woodland consisting mainly of Oak, Hornbeam, Sycammore, Field Maple and Holly",,
tree-preservation-order,,7001000697,2021-12-27,,,,75,,tree-preservation-order,14/1990/CHA,,legal-instrument,,,,The several trrees of whatever species in the area numbered A1,,
tree-preservation-order,,7001000698,2021-12-27,,,,75,,tree-preservation-order,15/1975/HAR,,legal-instrument,,,,English Oak,,
tree-preservation-order,,7001000699,2021-12-27,,,,75,,tree-preservation-order,15/1990/HBA,,legal-instrument,,,,Two multi-stemmed Horse Chestnuts,,
tree-preservation-order,,7001000700,2021-12-27,,,,75,,tree-preservation-order,16/1975/CHE,,legal-instrument,,,,The several trees of whatever species standing in the area numbered A1,,
tree-preservation-order,,7001000701,2021-12-27,,,,75,,tree-preservation-order,16/1990/CAN,,legal-instrument,,,,Beech Tree,,
tree-preservation-order,,7001000702,2021-12-27,,,,75,,tree-preservation-order,17/1990/STU,,legal-instrument,,,,"Mixed deciduous woodland consisting mainly of Oak and Ash with Sweet Chestnut, Hazel and Maples",,
tree-preservation-order,,7001000703,2021-12-27,,,,75,,tree-preservation-order,18/1990/CAN,,legal-instrument,,,,An avenue of 21 Horse Chestnut Trees,,
tree-preservation-order,,7001000704,2021-12-27,,,,75,,tree-preservation-order,19/1990/WHI,,legal-instrument,,,,"Mixed deciduous woodland, consisting mainly of Oak",,
tree-preservation-order,,7001000705,2021-12-27,,,,75,,tree-preservation-order,2/1957/ICK,,legal-instrument,,,,"The several Lime, Beech, Cedar, Ash, Maple and Sycamore standing in the parkland marked A3",,
tree-preservation-order,,7001000706,2021-12-27,,,,75,,tree-preservation-order,2/1958/PET,,legal-instrument,,,,Group consisting of 3 Larch and 1 Scots Pine,,
tree-preservation-order,,7001000707,2021-12-27,,,,75,,tree-preservation-order,2/1959/PET,,legal-instrument,,,,"Group consisting of 2 Pine, 1 Ash and 2 Sycamore",,
tree-preservation-order,,7001000708,2021-12-27,,,,75,,tree-preservation-order,9/1970/LIT,,legal-instrument,,,,Horse Chestnut,,
tree-preservation-order,,7001000709,2021-12-27,,,,75,,tree-preservation-order,9/1975/CHE,,legal-instrument,,,,Monterey Cypress,,
tree-preservation-order,,7001000710,2021-12-27,,,,75,,tree-preservation-order,9/1976/CHI,,legal-instrument,,,,The several trrees of whatever species in the area numbered A1,,
tree-preservation-order,,7001000711,2021-12-27,,,,75,,tree-preservation-order,9/1988/WHI,,legal-instrument,,,,An area of predominantly Hawthorn Woodland with some Oak,,
tree-preservation-order,,7001000712,2021-12-27,,,,75,,tree-preservation-order,9/1989/PET,,legal-instrument,,,,"Mixed broadleaved woodland comprising Sweet Chestnut, Sycamore, Ash and Hazel coppice with Oak, Ash,",,
tree-preservation-order,,7001000713,2021-12-27,,,,75,,tree-preservation-order,9/1990/PET,,legal-instrument,,,,"Mixed broadleaved woodland comprising young Birch, Sallow and Hawthorn with Oak, Ash, Hornbeam, Fiel",,
tree-preservation-order,,7001000714,2021-12-27,,,,75,,tree-preservation-order,9/1991/BAR,,legal-instrument,,,,"A row of 30 Beech, 2 Tree of heavan, 2 Lime, 1 Field maple and 1 Birch, with 3 Sycamore, 2 Field map",,
tree-preservation-order,,7001000715,2021-12-27,,,,75,,tree-preservation-order,9/1992/LIT,,legal-instrument,,,,Yew,,
tree-preservation-order,,7001000716,2021-12-27,,,,75,,tree-preservation-order,5/1963/ICK,,legal-instrument,,,,Lime tree,,
tree-preservation-order,,7001000717,2021-12-27,,,,75,,tree-preservation-order,5/1969/WHI,,legal-instrument,,,,"Group consisting of 3 Poplars, 29 Elms and a number of Hawthorns",,
tree-preservation-order,,7001000718,2021-12-27,,,,75,,tree-preservation-order,5/1969/WOM,,legal-instrument,,,,Walnut,,
tree-preservation-order,,7001000719,2021-12-27,,,,75,,tree-preservation-order,5/1970/CAN,,legal-instrument,,,,Silver Birch Tree,,
tree-preservation-order,,7001000720,2021-12-27,,,,75,,tree-preservation-order,5/1972/ICK,,legal-instrument,,,,Elm,,
tree-preservation-order,,7001000721,2021-12-27,,,,75,,tree-preservation-order,5/1973/WAL,,legal-instrument,,,,Metasequoia Glyptostroboides,,
tree-preservation-order,,7001000722,2021-12-27,,,,75,,tree-preservation-order,5/1976/CAN,,legal-instrument,,,,English Yew,,
tree-preservation-order,,7001000723,2021-12-27,,,,75,,tree-preservation-order,5/1982/BAR,,legal-instrument,,,,Copper Beech Tree,,
tree-preservation-order,,7001000724,2021-12-27,,,,75,,tree-preservation-order,5/1985/CAN,,legal-instrument,,,,The several trees of whatever species standing in the area numbered A1,,
tree-preservation-order,,7001000725,2021-12-27,,,,75,,tree-preservation-order,5/1986/CAN,,legal-instrument,,,,The several trees of whatever species standing in the area numbered A1,,
tree-preservation-order,,7001000726,2021-12-27,,,,75,,tree-preservation-order,5/1988/WHI,,legal-instrument,,,,Mulberry (Morus Nigira),,
tree-preservation-order,,7001000727,2021-12-27,,,,75,,tree-preservation-order,5/1989/HER,,legal-instrument,,,,"Group consisting of 3 Oak and 24 Poplar, with the exclusion of the 2 Poplar trees marked as T1 and T",,
tree-preservation-order,,7001000728,2021-12-27,,,,75,,tree-preservation-order,5/1990/CHA,,legal-instrument,,,,Predominantly coppice woodland comprising mainly Sweet Chestnut with some Ash and Hazel and Holly to,,
tree-preservation-order,,7001000729,2021-12-27,,,,75,,tree-preservation-order,5/1991/LIT,,legal-instrument,,,,"Woodland consisting mainly of Sweet Chestnut coppice with Oak standards, also Ash, Hornbeam and some",,
tree-preservation-order,,7001000730,2021-12-27,,,,75,,tree-preservation-order,5/1993/CAN,,legal-instrument,,,,The several trees of whatever species standing in the area numbered A1,,
tree-preservation-order,,7001000731,2021-12-27,,,,75,,tree-preservation-order,5/1994/CAN,,legal-instrument,,,,"A group consisting of five Yew, two Maple, one Horse Chestnut and one Holly Tree",,
tree-preservation-order,,7001000732,2021-12-27,,,,75,,tree-preservation-order,5/1995/CAN,,legal-instrument,,,,Blue Atlas Cedar,,
tree-preservation-order,,7001000733,2021-12-27,,,,75,,tree-preservation-order,5/1996/KIN,,legal-instrument,,,,Sycamore,,
tree-preservation-order,,7001000734,2021-12-27,,,,75,,tree-preservation-order,5/1999/STU,,legal-instrument,,,,Mixed broadleaved woodland,,
tree-preservation-order,,7001000735,2021-12-27,,,,75,,tree-preservation-order,5/2001/CAN,,legal-instrument,,,,Beech,,
tree-preservation-order,,7001000736,2021-12-27,,,,75,,tree-preservation-order,5/2004/CAN,,legal-instrument,,,,Field Maple,,
tree-preservation-order,,7001000737,2021-12-27,,,,75,,tree-preservation-order,5/2007/HBA,,legal-instrument,,,,Oak,,
tree-preservation-order,,7001000738,2021-12-27,,,,75,,tree-preservation-order,5/2008/CHE,,legal-instrument,,,,Oak,,
tree-preservation-order,,7001000739,2021-12-27,,,,75,,tree-preservation-order,5/2013/BLE,,legal-instrument,,,,Oak,,
tree-preservation-order,,7001000740,2021-12-27,,,,75,,tree-preservation-order,5/2014/HER,,legal-instrument,,,,The several strees of whatever species,,
tree-preservation-order,,7001000741,2021-12-27,,,,75,,tree-preservation-order,6/1968/KIN,,legal-instrument,,,,Sycamore,,
tree-preservation-order,,7001000742,2021-12-27,,,,75,,tree-preservation-order,6/1969/HAR,,legal-instrument,,,,"Group consisting of 13 Sweet Chestnut, 13 Hawthorn, 8 Beech and 4 Oak",,
tree-preservation-order,,7001000743,2021-12-27,,,,75,,tree-preservation-order,6/1970/WOM,,legal-instrument,,,,The several pine trees standing in the area marked A1,,
tree-preservation-order,,7001000744,2021-12-27,,,,75,,tree-preservation-order,6/1972/CHA,,legal-instrument,,,,Cherry,,
tree-preservation-order,,7001000745,2021-12-27,,,,75,,tree-preservation-order,6/1973/BRI,,legal-instrument,,,,"The several Beech, Black Pine, Elm, Holly, Sycamore and Yew",,
tree-preservation-order,,7001000746,2021-12-27,,,,75,,tree-preservation-order,6/1985/BAR,,legal-instrument,,,,The group consisting of 18 Pines within the area numbered G1,,
tree-preservation-order,,7001000747,2021-12-27,,,,75,,tree-preservation-order,6/1987/STU,,legal-instrument,,,,Silver Birch,,
tree-preservation-order,,7001000748,2021-12-27,,,,75,,tree-preservation-order,6/1988/WHI,,legal-instrument,,,,All the trees of whatsoever species standing within the area numbered A1,,
tree-preservation-order,,7001000749,2021-12-27,,,,75,,tree-preservation-order,6/1990/BRI,,legal-instrument,,,,"Woodland consisting mainly of Beech, Ash, Sycamore and Yew",,
tree-preservation-order,,7001000750,2021-12-27,,,,75,,tree-preservation-order,6/1991/LIT,,legal-instrument,,,,"A woodland shaw consisting of Oak, Ash and other deciduous woodland species",,
tree-preservation-order,,7001000751,2021-12-27,,,,75,,tree-preservation-order,6/1992/HAC,,legal-instrument,,,,Ash Tree,,
tree-preservation-order,,7001000752,2021-12-27,,,,75,,tree-preservation-order,6/1994/BAR,,legal-instrument,,,,Pollard Ash Tree,,
tree-preservation-order,,7001000753,2021-12-27,,,,75,,tree-preservation-order,6/1995/CHA,,legal-instrument,,,,Holm Oak,,
tree-preservation-order,,7001000754,2021-12-27,,,,75,,tree-preservation-order,6/1999/PET,,legal-instrument,,,,Part of a woodland shaw of mainly deciduous species,,
tree-preservation-order,,7001000755,2021-12-27,,,,75,,tree-preservation-order,6/2001/HER,,legal-instrument,,,,The several trees of whatever species standing in the area marked A1 on the plan.,,
tree-preservation-order,,7001000756,2021-12-27,,,,75,,tree-preservation-order,6/2004/BRI,,legal-instrument,,,,Blue Atlas Cedar,,
tree-preservation-order,,7001000757,2021-12-27,,,,75,,tree-preservation-order,6/2007/WHI,,legal-instrument,,,,Ten Hawthorn trees,,
tree-preservation-order,,7001000758,2021-12-27,,,,75,,tree-preservation-order,6/2014/CAN,,legal-instrument,,,,Sycamore,,
tree-preservation-order,,7001000759,2021-12-27,,,,75,,tree-preservation-order,7/1968/CHA,,legal-instrument,,,,Group consisting of 17 Chestnut and 2 Silver Birch,,
tree-preservation-order,,7001000760,2021-12-27,,,,75,,tree-preservation-order,7/1969/CHE,,legal-instrument,,,,Group consisting of 28 Lombardy Poplar,,
tree-preservation-order,,7001000761,2021-12-27,,,,75,,tree-preservation-order,7/1972/HAR,,legal-instrument,,,,Oak,,
tree-preservation-order,,7001000762,2021-12-27,,,,75,,tree-preservation-order,7/1976/WHI,,legal-instrument,,,,3 Horse Chestnut,,
tree-preservation-order,,7001000763,2021-12-27,,,,75,,tree-preservation-order,7/1988/WHI,,legal-instrument,,,,Predominantly Hawthorn and Sycamore woodland with some Ash and Poplar,,
tree-preservation-order,,7001000764,2021-12-27,,,,75,,tree-preservation-order,7/1989/HBA,,legal-instrument,,,,A group consisting of 54 Pine,,
tree-preservation-order,,7001000765,2021-12-27,,,,75,,tree-preservation-order,7/1990/PET,,legal-instrument,,,,"Mixed hardwoods consisting mainly of Beech, Wild Cherry, Sweet Chestnut, Oak and Birch",,
tree-preservation-order,,7001000766,2021-12-27,,,,75,,tree-preservation-order,7/1991/WES,,legal-instrument,,,,Beech,,
tree-preservation-order,,7001000767,2021-12-27,,,,75,,tree-preservation-order,7/1992/WHI,,legal-instrument,,,,The several trees of whatever species standing in the area marked A1,,
tree-preservation-order,,7001000768,2021-12-27,,,,75,,tree-preservation-order,7/1995/CHI,,legal-instrument,,,,Mixed deciduous woodland consisting mainly of Oak,,
tree-preservation-order,,7001000769,2021-12-27,,,,75,,tree-preservation-order,7/2004/WHI,,legal-instrument,,,,"A group consisting of one silver Birch, two Red-leaved Maple and six Hawthorn trees.",,
tree-preservation-order,,7001000770,2021-12-27,,,,75,,tree-preservation-order,7/2007/HBA,,legal-instrument,,,,The several trees of whatever species within the area marked A1 on the map,,
tree-preservation-order,,7001000771,2021-12-27,,,,75,,tree-preservation-order,8/1968/BLE,,legal-instrument,,,,Oak,,
tree-preservation-order,,7001000772,2021-12-27,,,,75,,tree-preservation-order,8/1969/PET,,legal-instrument,,,,Oak,,
tree-preservation-order,,7001000773,2021-12-27,,,,75,,tree-preservation-order,8/1970/CHA,,legal-instrument,,,,Maple,,
tree-preservation-order,,7001000774,2021-12-27,,,,75,,tree-preservation-order,8/1972/STU,,legal-instrument,,,,Walnut,,
tree-preservation-order,,7001000775,2021-12-27,,,,75,,tree-preservation-order,01/1957/LHA,,legal-instrument,,,,"Group consisting of 25 Beech, 1 Lime, 6 Elm, 1 Oak and 3 Hawthorn",,
tree-preservation-order,,7001000776,2021-12-27,,,,75,,tree-preservation-order,8/1975/HAR,,legal-instrument,,,,"Group consisting of 3 hazel Nut, 3 English Oak, 3 Field Maple, 1 Monterey Cypress, 27 Hawthorn",,
tree-preservation-order,,7001000777,2021-12-27,,,,75,,tree-preservation-order,8/1988/WIC,,legal-instrument,,,,"Group consisting of 2 Willow, 1 Poplar, 2 Beech, 1 Ash and 1 Silver Birch",,
tree-preservation-order,,7001000778,2021-12-27,,,,75,,tree-preservation-order,8/1989/CHE,,legal-instrument,,,,"An area of open woodland comprising mainly Willow, Ash, Oak, Hawthorn and Blackthorn",,
tree-preservation-order,,7001000779,2021-12-27,,,,75,,tree-preservation-order,8/1990/BLE,,legal-instrument,,,,Three multi-stem Ash,,
tree-preservation-order,,7001000780,2021-12-27,,,,75,,tree-preservation-order,3/1983/FOR,,legal-instrument,,,,Sycamore,,
tree-preservation-order,,7001000781,2021-12-27,,,,75,,tree-preservation-order,3/1985/BRI,,legal-instrument,,,,Group consisting of 1 Lime and 4 Sycamores,,
tree-preservation-order,,7001000782,2021-12-27,,,,75,,tree-preservation-order,3/1986/STU,,legal-instrument,,,,The several trees of whatever species standing in the area numbered A1,,
tree-preservation-order,,7001000783,2021-12-27,,,,75,,tree-preservation-order,3/1987/CHA,,legal-instrument,,,,"Predominantly Sweet Chestnut coppice with blocks of Corsican Pine, Scots Pine and Japanese Larch plantation",,
tree-preservation-order,,7001000784,2021-12-27,,,,75,,tree-preservation-order,3/1988/THA,,legal-instrument,,,,Oak,,
tree-preservation-order,,7001000785,2021-12-27,,,,75,,tree-preservation-order,3/1989/HAR,,legal-instrument,,,,An area of predominantly Sweet Chestnut Coppice,,
tree-preservation-order,,7001000786,2021-12-27,,,,75,,tree-preservation-order,3/1990/HER,,legal-instrument,,,,"Mixed hardwoods: consisting mainly of Oak, Hornbeam, Ash, Hawthorn and Field maple",,
tree-preservation-order,,7001000787,2021-12-27,,,,75,,tree-preservation-order,3/1991/CHE,,legal-instrument,,,,"A woodland consisting predominantly of Oak, also Hawthorn, Crab Apple and Blackthorn",,
tree-preservation-order,,7001000788,2021-12-27,,,,75,,tree-preservation-order,3/1992/WHI,,legal-instrument,,,,42 Hawthorn,,
tree-preservation-order,,7001000789,2021-12-27,,,,75,,tree-preservation-order,3/1993/CAN,,legal-instrument,,,,Beech Tree,,
tree-preservation-order,,7001000790,2021-12-27,,,,75,,tree-preservation-order,3/1994/LHA,,legal-instrument,,,,The several trees of whatever species in the area marked A1,,
tree-preservation-order,,7001000791,2021-12-27,,,,75,,tree-preservation-order,3/1995/BLE,,legal-instrument,,,,All trees of whatever species standing in the area marked A1,,
tree-preservation-order,,7001000792,2021-12-27,,,,75,,tree-preservation-order,3/1996/CAN,,legal-instrument,,,,The several trees of whatever species standing in the area numbered A1,,
tree-preservation-order,,7001000793,2021-12-27,,,,75,,tree-preservation-order,3/1997/CAN,,legal-instrument,,,,Oak,,
tree-preservation-order,,7001000794,2021-12-27,,,,75,,tree-preservation-order,3/1998/CHE,,legal-instrument,,,,"A group consisting of 3 Field Maple, 2 Hawthorn, 2 Oak, 2 Pine, 2 Ash and 1 Sycamore",,
tree-preservation-order,,7001000795,2021-12-27,,,,75,,tree-preservation-order,3/1999/WHI,,legal-instrument,,,,Pine tree,,
tree-preservation-order,,7001000796,2021-12-27,,,,75,,tree-preservation-order,3/2001/CAN,,legal-instrument,,,,Cypress Tree,,
tree-preservation-order,,7001000797,2021-12-27,,,,75,,tree-preservation-order,3/2004/HER,,legal-instrument,,,,The several trees of whatever species growing within the area marked A.1 on the attached plan.,,
tree-preservation-order,,7001000798,2021-12-27,,,,75,,tree-preservation-order,3/2008/WHI,,legal-instrument,,,,Mixed deciduous woodland,,
tree-preservation-order,,7001000799,2021-12-27,,,,75,,tree-preservation-order,3/2011/CAN,,legal-instrument,,,,A small remnant of mixed broadleaf woodland.,,
tree-preservation-order,,7001000800,2021-12-27,,,,75,,tree-preservation-order,3/2013/ICK,,legal-instrument,,,,Sycamore,,
tree-preservation-order,,7001000801,2021-12-27,,,,75,,tree-preservation-order,3/2014/CAN,,legal-instrument,,,,Ash,,
tree-preservation-order,,7001000802,2021-12-27,,,,75,,tree-preservation-order,4/1959/THA,,legal-instrument,,,,"Group consisting of 1 Alder, 3 Ash, and 1 Lime",,
tree-preservation-order,,7001000803,2021-12-27,,,,75,,tree-preservation-order,4/1963/CAN,,legal-instrument,,,,Cedar of Lebanon,,
tree-preservation-order,,7001000804,2021-12-27,,,,75,,tree-preservation-order,4/1964/LHA,,legal-instrument,,,,"Group consisting of 1 Holm Oak, 3 Sycamore, 1 Beech, 1 Hornbea and 1 Maple",,
tree-preservation-order,,7001000805,2021-12-27,,,,75,,tree-preservation-order,4/1968/WHI,,legal-instrument,,,,"The several trees comprising 42 Elms, 2 Ash, 1 Pyrus Communis and lengths of Hawthorn Hedging standi",,
tree-preservation-order,,7001000806,2021-12-27,,,,75,,tree-preservation-order,4/1969/CHE,,legal-instrument,,,,3 Lombardy Poplars,,
tree-preservation-order,,7001000807,2021-12-27,,,,75,,tree-preservation-order,4/1969/WES,,legal-instrument,,,,Chilean Pine,,
